epoch       Temperature
1348604103 69.8
1348604114 69.8
1348604125 69.8
1348604137 69.9116
1348604148 69.8
1348604159 69.8
1348604170 69.8
1348604181 69.8
1348604192 69.8
1348604203 69.8
1348604214 69.8
1348604225 69.8
1348604236 69.8
1348604247 69.8
1348604258 69.8
1348604269 69.8
1348604280 69.8
1348604291 69.8
1348604302 69.8
1348604313 69.8
1348604325 69.8
1348604336 69.6866
1348604347 69.6866
1348604358 69.6866
1348604369 69.6866
1348604380 69.6866
1348604391 69.575
1348604402 69.6866
1348604413 69.6866
1348604424 69.6866
1348604435 69.6866
1348604446 69.6866
1348604457 69.6866
1348604468 69.6866
1348604479 69.6866
1348604490 69.6866
1348604501 69.6866
1348604512 69.6866
1348604523 69.6866
1348604534 69.6866
1348604545 69.575
1348604556 69.575
1348604567 69.575
1348604578 69.575
1348604589 69.575
1348604600 69.575
1348604611 69.575
1348604622 69.575
1348604633 69.575
1348604644 69.575
1348604655 69.575
1348604666 69.575
1348604677 69.575
1348604688 69.575
1348604698 69.4616
1348604709 69.575
1348604720 69.4616
1348604731 69.575
1348604742 69.575
1348604753 69.575
1348604764 69.4616
1348604775 69.4616
1348604786 69.4616
1348604797 69.4616
1348604808 69.4616
1348604819 69.575
1348604830 69.4616
1348604841 69.4616
1348604852 69.4616
1348604863 69.4616
1348604874 69.4616
1348604886 69.575
1348604897 69.4616
1348604908 69.4616
1348604918 69.4616
1348604929 69.4616
1348604940 69.4616
1348604951 69.4616
1348604962 69.4616
1348604973 69.4616
1348604984 69.4616
1348604995 69.4616
1348605006 69.4616
1348605017 69.4616
1348605028 69.35
1348605039 69.35
1348605050 69.4616
1348605062 69.35
1348605073 69.35
1348605084 69.35
1348605095 69.35
1348605106 69.35
1348605117 69.35
1348605128 69.35
1348605138 69.35
1348605149 69.35
1348605160 69.35
1348605171 69.2366
1348605182 69.35
1348605193 69.35
1348605204 69.35
1348605215 69.35
1348605227 69.35
1348605238 69.35
1348605249 69.35
1348605261 69.35
1348605272 69.35
1348605283 69.35
1348605297 69.4616
1348605308 69.35
1348605319 69.35
1348605330 69.35
1348605341 69.35
1348605352 69.35
1348605363 69.35
1348605374 69.35
1348605385 69.35
1348605396 69.2366
1348605407 69.35
1348605418 69.35
1348605429 69.35
1348605440 69.2366
1348605450 69.2366
1348605462 69.2366
1348605473 69.2366
1348605484 69.2366
1348605495 69.2366
1348605507 69.2366
1348605518 69.2366
1348605529 69.2366
1348605540 69.2366
1348605551 69.125
1348605562 69.2366
1348605573 69.2366
1348605584 69.2366
1348605595 69.125
1348605606 69.2366
1348605617 69.125
1348605627 69.125
1348605638 69.125
1348605649 69.125
1348605660 69.125
1348605671 69.125
1348605682 69.125
1348605693 69.125
1348605704 69.125
1348605715 69.0116
1348605726 69.125
1348605737 69.0116
1348605748 69.0116
1348605759 69.0116
1348605770 69.125
1348605781 69.125
1348605792 69.125
1348605803 69.125
1348605815 69.125
1348605826 69.0116
1348605837 69.125
1348605847 69.0116
1348605858 69.125
1348605872 69.125
1348605883 69.0116
1348605894 69.0116
1348605905 69.0116
1348605916 69.0116
1348605928 69.0116
1348605939 69.0116
1348605950 69.0116
1348605961 69.0116
1348605973 69.0116
1348605984 69.0116
1348605995 69.0116
1348606006 69.0116
1348606017 69.0116
1348606028 69.0116
1348606039 69.0116
1348606050 69.0116
1348606061 69.0116
1348606073 69.0116
1348606084 69.0116
1348606095 69.0116
1348606106 69.0116
1348606117 69.0116
1348606127 69.0116
1348606138 69.0116
1348606149 69.0116
1348606160 69.0116
1348606171 69.0116
1348606183 69.0116
1348606194 69.0116
1348606205 69.0116
1348606216 69.0116
1348606227 69.0116
1348606238 69.0116
1348606249 69.0116
1348606260 69.0116
1348606271 69.0116
1348606282 68.9
1348606293 69.0116
1348606304 69.0116
1348606315 69.0116
1348606326 69.0116
1348606336 69.0116
1348606347 69.0116
1348606358 69.0116
1348606369 69.0116
1348606380 69.0116
1348606391 69.0116
1348606402 69.0116
1348606413 69.0116
1348606424 69.0116
1348606435 69.0116
1348606446 69.0116
1348606457 69.0116
1348606468 68.9
1348606479 68.9
1348606490 68.9
1348606501 68.9
1348606513 68.9
1348606524 68.9
1348606535 69.0116
1348606546 68.9
1348606557 68.9
1348606568 68.9
1348606579 68.9
1348606590 68.9
1348606601 68.9
1348606612 68.9
1348606623 68.9
1348606634 68.9
1348606646 69.0116
1348606657 69.0116
1348606668 68.9
1348606679 68.9
1348606690 68.9
1348606701 68.9
1348606712 68.9
1348606723 68.9
1348606734 68.9
1348606745 68.9
1348606756 68.9
1348606766 68.9
1348606777 68.9
1348606788 68.9
1348606800 68.9
1348606811 68.9
1348606823 68.9
1348606834 68.9
1348606845 68.7866
1348606856 68.7866
1348606867 68.9
1348606878 68.7866
1348606889 68.7866
1348606901 68.7866
1348606911 68.7866
1348606922 68.7866
1348606933 68.7866
1348606944 68.7866
1348606955 68.7866
1348606966 68.7866
1348606977 68.7866
1348606988 68.7866
1348606999 68.7866
1348607010 68.7866
1348607021 68.7866
1348607032 68.7866
1348607043 68.7866
1348607054 68.7866
1348607065 68.7866
1348607076 68.7866
1348607087 68.7866
1348607098 68.7866
1348607109 68.7866
1348607120 68.7866
1348607131 68.7866
1348607142 68.7866
1348607153 68.7866
1348607164 68.7866
1348607175 68.7866
1348607186 68.7866
1348607197 68.7866
1348607208 68.7866
1348607219 68.7866
1348607230 68.7866
1348607241 68.7866
1348607252 68.7866
1348607263 68.7866
1348607274 68.7866
1348607285 68.7866
1348607296 68.7866
1348607307 68.7866
1348607318 68.7866
1348607329 68.7866
1348607340 68.7866
1348607351 68.7866
1348607362 68.7866
1348607373 68.675
1348607384 68.7866
1348607395 68.7866
1348607406 68.7866
1348607417 68.675
1348607428 68.675
1348607439 68.675
1348607450 68.675
1348607461 68.675
1348607472 68.675
1348607483 68.675
1348607494 68.675
1348607505 68.675
1348607516 68.675
1348607527 68.675
1348607538 68.675
1348607549 68.675
1348607560 68.675
1348607571 68.675
1348607582 68.675
1348607593 68.675
1348607604 68.675
1348607615 68.675
1348607626 68.675
1348607637 68.675
1348607648 68.675
1348607660 68.7866
1348607671 68.675
1348607683 68.7866
1348607694 68.675
1348607705 68.675
1348607716 68.675
1348607727 68.675
1348607738 68.675
1348607749 68.7866
1348607760 68.7866
1348607771 68.675
1348607782 68.675
1348607795 68.675
1348607806 68.675
1348607818 68.675
1348607830 68.675
1348607841 68.675
1348607852 68.675
1348607862 68.675
1348607873 68.675
1348607885 68.675
1348607896 68.675
1348607907 68.675
1348607918 68.675
1348607929 68.675
1348607940 68.675
1348607951 68.675
1348607962 68.5616
1348607973 68.675
1348607984 68.675
1348607995 68.675
1348608006 68.5616
1348608017 68.5616
1348608029 68.675
1348608041 68.675
1348608052 68.675
1348608063 68.675
1348608074 68.675
1348608085 68.5616
1348608096 68.675
1348608107 68.675
1348608118 68.5616
1348608129 68.675
1348608140 68.675
1348608151 68.675
1348608162 68.675
1348608173 68.675
1348608184 68.675
1348608195 68.675
1348608205 68.675
1348608216 68.675
1348608227 68.675
1348608238 68.675
1348608249 68.675
1348608260 68.675
1348608271 68.675
1348608282 68.675
1348608293 68.675
1348608304 68.675
1348608315 68.675
1348608326 68.675
1348608337 68.675
1348608348 68.675
1348608359 68.675
1348608370 68.675
1348608381 68.675
1348608392 68.675
1348608403 68.675
1348608414 68.675
1348608425 68.675
1348608436 68.675
1348608446 68.675
1348608457 68.675
1348608469 68.675
1348608480 68.675
1348608491 68.675
1348608502 68.675
1348608513 68.675
1348608524 68.675
1348608535 68.675
1348608546 68.7866
1348608557 69.0116
1348608568 70.025
1348608579 70.3616
1348608590 71.7116
1348608601 74.3
1348608613 77.225
1348608624 79.7
1348608634 81.95
1348608645 84.0866
1348608656 86.1116
1348608667 87.9116
1348608678 89.6
1348608689 91.175
1348608700 92.75
1348608711 94.325
1348608722 95.7866
1348608733 96.8
1348608744 97.925
1348608755 98.9366
1348608766 99.725
1348608778 100.625
1348608789 101.3
1348608800 101.862
1348608811 102.425
1348608822 103.1
1348608833 103.662
1348608843 104.337
1348608854 104.9
1348608865 105.125
1348608877 105.687
1348608888 106.137
1348608899 106.362
1348608910 106.7
1348608921 106.925
1348608932 107.037
1348608943 107.262
1348608954 107.262
1348608965 107.375
1348608976 107.375
1348608987 107.712
1348608998 107.937
1348609009 107.937
1348609020 108.05
1348609032 108.162
1348609042 108.275
1348609053 108.387
1348609064 108.612
1348609075 108.612
1348609086 108.612
1348609097 108.837
1348609108 108.95
1348609119 109.062
1348609130 109.062
1348609141 108.95
1348609153 108.95
1348609164 108.95
1348609175 108.837
1348609186 108.837
1348609197 108.95
1348609208 108.95
1348609219 108.95
1348609230 109.062
1348609241 109.062
1348609252 109.175
1348609262 109.287
1348609273 109.512
1348609284 109.737
1348609295 109.85
1348609306 109.962
1348609317 109.85
1348609328 109.85
1348609339 109.737
1348609350 109.737
1348609361 109.737
1348609372 109.625
1348609383 109.512
1348609394 109.512
1348609405 109.85
1348609416 109.85
1348609427 110.187
1348609438 110.3
1348609449 110.187
1348609460 110.3
1348609471 110.412
1348609482 110.525
1348609492 110.525
1348609503 110.412
1348609514 110.187
1348609525 110.3
1348609536 110.187
1348609547 110.187
1348609558 110.075
1348609569 110.3
1348609580 110.412
1348609591 110.412
1348609602 110.412
1348609613 110.637
1348609624 110.525
1348609635 110.525
1348609646 110.637
1348609658 110.862
1348609669 110.975
1348609680 110.75
1348609691 110.75
1348609701 110.75
1348609712 110.975
1348609723 111.087
1348609734 110.975
1348609745 111.087
1348609756 110.75
1348609767 110.75
1348609778 110.525
1348609789 110.637
1348609800 110.525
1348609811 110.412
1348609823 110.525
1348609834 110.637
1348609845 110.637
1348609856 110.75
1348609867 110.975
1348609878 110.975
1348609889 111.087
1348609900 111.087
1348609910 111.312
1348609921 111.087
1348609932 110.975
1348609943 110.975
1348609954 110.975
1348609965 110.975
1348609976 110.862
1348609987 110.637
1348609998 110.412
1348610009 110.525
1348610020 110.525
1348610031 110.637
1348610042 110.525
1348610053 110.525
1348610064 110.525
1348610075 110.637
1348610086 110.637
1348610097 110.75
1348610108 110.637
1348610119 110.637
1348610130 110.412
1348610141 110.412
1348610152 110.525
1348610163 110.412
1348610174 110.637
1348610185 110.975
1348610196 111.087
1348610206 111.312
1348610217 111.312
1348610228 111.087
1348610239 110.862
1348610250 110.975
1348610261 111.087
1348610273 111.2
1348610284 111.087
1348610295 111.087
1348610306 110.862
1348610317 110.75
1348610328 110.975
1348610339 110.862
1348610350 110.862
1348610362 110.862
1348610373 110.862
1348610384 111.087
1348610394 111.2
1348610405 110.975
1348610416 111.087
1348610427 111.087
1348610438 111.2
1348610449 111.087
1348610460 111.087
1348610471 110.975
1348610482 111.087
1348610493 111.2
1348610504 111.425
1348610515 111.537
1348610526 111.312
1348610537 111.312
1348610548 111.312
1348610559 111.087
1348610570 111.087
1348610581 111.425
1348610592 111.762
1348610603 111.987
1348610614 112.1
1348610625 112.1
1348610635 112.1
1348610646 111.987
1348610657 112.1
1348610668 112.1
1348610679 111.875
1348610690 111.875
1348610701 111.762
1348610712 111.425
1348610723 111.312
1348610734 111.087
1348610745 111.087
1348610756 111.2
1348610767 111.087
1348610778 111.087
1348610789 110.975
1348610800 111.2
1348610811 111.2
1348610822 111.312
1348610833 111.312
1348610844 111.425
1348610855 111.425
1348610866 111.312
1348610877 111.425
1348610887 111.312
1348610898 111.65
1348610909 111.875
1348610920 112.212
1348610931 112.325
1348610942 112.212
1348610953 111.987
1348610964 111.987
1348610975 111.987
1348610986 111.762
1348610997 111.65
1348611008 111.537
1348611019 111.425
1348611030 111.425
1348611041 111.425
1348611052 111.537
1348611063 111.762
1348611074 111.762
1348611085 111.762
1348611096 111.987
1348611107 111.987
1348611118 111.762
1348611129 111.537
1348611139 111.425
1348611150 111.312
1348611161 111.2
1348611172 111.312
1348611183 111.425
1348611195 111.425
1348611206 111.537
1348611217 111.65
1348611228 111.875
1348611240 111.875
1348611251 111.875
1348611262 111.875
1348611273 111.987
1348611284 111.987
1348611295 112.212
1348611306 112.325
1348611316 112.212
1348611327 112.325
1348611338 112.212
1348611349 112.325
1348611360 112.325
1348611371 112.325
1348611382 112.437
1348611393 112.437
1348611404 112.325
1348611415 112.325
1348611426 112.1
1348611437 111.987
1348611448 112.1
1348611459 112.437
1348611470 112.55
1348611481 112.55
1348611492 112.55
1348611503 112.437
1348611514 112.325
1348611525 112.212
1348611536 112.325
1348611547 112.662
1348611558 112.775
1348611568 112.775
1348611579 112.775
1348611590 112.775
1348611601 112.662
1348611612 112.662
1348611623 112.55
1348611634 112.55
1348611645 112.55
1348611656 112.55
1348611667 112.212
1348611678 112.1
1348611689 112.1
1348611700 112.1
1348611711 112.1
1348611722 112.325
1348611733 112.662
1348611744 112.662
1348611755 112.437
1348611766 112.325
1348611777 112.212
1348611788 112.1
1348611799 112.1
1348611809 112.1
1348611820 112.325
1348611831 112.55
1348611842 112.437
1348611853 112.437
1348611864 112.1
1348611875 112.1
1348611886 112.1
1348611897 112.1
1348611908 111.987
1348611919 112.1
1348611930 111.987
1348611941 111.987
1348611952 112.212
1348611963 112.1
1348611975 112.1
1348611986 112.1
1348611997 112.1
1348612008 111.987
1348612018 111.987
1348612029 112.1
1348612040 112.212
1348612051 112.212
1348612062 112.325
1348612073 112.437
1348612084 112.325
1348612095 112.437
1348612106 112.437
1348612117 112.325
1348612128 112.212
1348612139 111.987
1348612150 111.875
1348612161 111.875
1348612172 111.762
1348612183 111.762
1348612194 111.875
1348612205 111.762
1348612216 111.65
1348612227 111.537
1348612238 111.425
1348612249 111.312
1348612259 111.425
1348612270 111.65
1348612281 111.875
1348612292 111.987
1348612303 112.1
1348612314 112.1
1348612325 112.212
1348612336 112.212
1348612348 112.1
1348612359 112.212
1348612370 112.212
1348612381 112.1
1348612392 112.1
1348612403 112.325
1348612414 112.325
1348612425 112.437
1348612436 112.662
1348612447 112.775
1348612458 112.662
1348612469 112.437
1348612479 112.662
1348612490 112.55
1348612501 112.437
1348612512 112.437
1348612523 112.437
1348612534 112.325
1348612545 112.325
1348612556 112.437
1348612567 112.662
1348612578 112.662
1348612589 112.55
1348612600 112.437
1348612611 112.55
1348612622 112.437
1348612633 112.437
1348612644 112.325
1348612655 112.212
1348612666 112.1
1348612677 112.212
1348612688 112.1
1348612699 111.987
1348612710 111.762
1348612721 111.762
1348612731 111.875
1348612742 112.212
1348612753 112.325
1348612764 112.55
1348612775 112.55
1348612786 112.325
1348612797 112.325
1348612808 112.212
1348612819 112.1
1348612830 112.212
1348612841 112.1
1348612852 112.1
1348612863 111.987
1348612874 111.875
1348612885 111.875
1348612896 111.987
1348612907 112.1
1348612918 111.987
1348612929 111.762
1348612940 111.762
1348612951 111.762
1348612962 111.537
1348612973 111.425
1348612984 111.312
1348612995 111.537
1348613006 111.762
1348613016 111.762
1348613027 111.762
1348613038 111.762
1348613049 111.875
1348613060 112.1
1348613071 112.1
1348613082 112.1
1348613093 112.212
1348613104 112.1
1348613115 112.1
1348613126 112.1
1348613137 112.212
1348613148 112.1
1348613159 112.212
1348613170 112.325
1348613181 112.325
1348613192 112.325
1348613203 112.1
1348613214 111.987
1348613225 111.987
1348613236 112.212
1348613247 112.325
1348613257 112.325
1348613268 112.325
1348613279 112.55
1348613290 112.775
1348613301 112.662
1348613312 112.55
1348613323 112.55
1348613334 112.437
1348613345 112.55
1348613356 112.325
1348613367 112.212
1348613378 112.212
1348613389 112.212
1348613400 112.212
1348613411 112.325
1348613422 112.325
1348613433 112.55
1348613444 112.887
1348613455 113.112
1348613467 113.112
1348613478 113.112
1348613489 113
1348613500 112.775
1348613511 112.55
1348613522 112.55
1348613534 112.775
1348613545 112.887
1348613556 112.887
1348613567 112.775
1348613578 112.662
1348613589 112.775
1348613600 112.55
1348613611 112.775
1348613622 112.775
1348613633 112.662
1348613644 112.325
1348613655 112.212
1348613666 112.212
1348613676 112.212
1348613687 112.325
1348613698 112.325
1348613709 112.325
1348613720 112.325
1348613731 112.325
1348613742 112.325
1348613753 112.325
1348613764 112.325
1348613775 112.212
1348613786 112.212
1348613797 112.325
1348613808 112.1
1348613819 112.325
1348613830 112.212
1348613841 112.212
1348613852 112.325
1348613863 112.212
1348613874 112.212
1348613885 112.325
1348613896 112.325
1348613907 112.212
1348613917 112.1
1348613928 111.987
1348613939 111.875
1348613950 111.65
1348613961 111.65
1348613972 111.65
1348613983 111.537
1348613994 111.425
1348614005 111.425
1348614016 111.312
1348614027 111.312
1348614038 111.425
1348614049 111.312
1348614060 111.425
1348614071 111.425
1348614082 111.312
1348614093 111.2
1348614104 111.087
1348614115 111.087
1348614126 111.087
1348614137 111.2
1348614148 111.2
1348614159 111.537
1348614170 111.875
1348614181 112.325
1348614191 112.55
1348614202 112.775
1348614213 112.775
1348614224 112.662
1348614235 112.55
1348614246 112.437
1348614257 112.325
1348614268 112.325
1348614279 112.325
1348614290 112.437
1348614301 112.437
1348614312 112.437
1348614323 112.437
1348614334 112.325
1348614345 112.212
1348614356 112.437
1348614367 112.325
1348614378 112.212
1348614389 112.1
1348614400 111.875
1348614411 111.875
1348614422 111.987
1348614433 111.987
1348614443 111.987
1348614454 112.1
1348614465 112.212
1348614476 112.437
1348614487 112.662
1348614498 112.775
1348614509 112.775
1348614520 112.662
1348614531 112.662
1348614542 112.662
1348614553 112.55
1348614564 112.437
1348614575 112.437
1348614586 112.325
1348614597 112.325
1348614608 112.212
1348614619 111.987
1348614631 111.987
1348614642 112.1
1348614653 112.212
1348614663 112.325
1348614674 112.325
1348614685 111.987
1348614696 111.987
1348614707 112.1
1348614718 112.325
1348614729 112.325
1348614740 112.212
1348614751 112.212
1348614762 112.325
1348614773 112.325
1348614784 112.437
1348614795 112.55
1348614806 112.437
1348614817 112.775
1348614828 112.662
1348614839 112.55
1348614850 112.55
1348614861 112.55
1348614872 112.662
1348614883 112.662
1348614894 112.775
1348614905 112.662
1348614916 112.775
1348614927 112.775
1348614938 112.887
1348614949 112.775
1348614960 112.55
1348614971 112.55
1348614982 112.437
1348614993 112.437
1348615004 112.55
1348615015 112.437
1348615026 112.325
1348615037 112.325
1348615048 112.325
1348615059 112.325
1348615070 112.437
1348615081 112.55
1348615092 112.437
1348615103 112.325
1348615114 112.212
1348615125 112.212
1348615135 112.1
1348615146 112.1
1348615157 111.987
1348615168 111.987
1348615179 112.1
1348615190 112.325
1348615201 112.662
1348615212 112.55
1348615223 112.662
1348615234 112.662
1348615245 112.775
1348615256 112.662
1348615267 112.775
1348615278 112.887
1348615289 113
1348615300 112.887
1348615311 112.887
1348615322 112.775
1348615333 112.662
1348615344 112.212
1348615355 110.075
1348615366 107.937
1348615377 105.125
1348615387 102.537
1348615398 100.175
1348615409 98.0366
1348615420 95.7866
1348615431 93.875
1348615442 92.075
1348615453 90.5
1348615465 89.15
1348615476 87.575
1348615487 86.3366
1348615499 85.1
1348615510 84.0866
1348615521 83.1866
1348615532 82.2866
1348615543 81.5
1348615554 80.825
1348615564 80.15
1348615575 79.5866
1348615586 79.1366
1348615597 78.575
1348615608 78.0116
1348615619 77.5616
1348615630 77.1116
1348615641 76.775
1348615652 76.4366
1348615663 76.1
1348615674 75.875
1348615686 75.5366
1348615697 75.3116
1348615709 74.975
1348615720 74.75
1348615731 74.525
1348615742 74.4116
1348615753 74.3
1348615763 74.075
1348615774 73.9616
1348615785 73.85
1348615796 73.625
1348615807 73.4
1348615818 73.2866
1348615830 73.175
1348615841 73.0616
1348615852 72.8366
1348615863 72.8366
1348615874 72.725
1348615885 72.6116
1348615896 72.6116
1348615908 72.6116
1348615919 72.5
1348615930 72.3866
1348615941 72.275
1348615953 72.275
1348615964 72.275
1348615975 72.275
1348615986 72.275
1348615997 72.1616
1348616008 72.1616
1348616019 72.1616
1348616030 72.1616
1348616041 72.05
1348616052 72.05
1348616063 71.9366
1348616074 71.825
1348616085 71.825
1348616096 71.825
1348616107 71.825
1348616118 71.7116
1348616129 71.7116
1348616140 71.7116
1348616150 71.7116
1348616161 71.7116
1348616172 71.7116
1348616183 71.7116
1348616194 71.825
1348616205 71.7116
1348616216 71.7116
1348616227 71.7116
1348616238 71.6
1348616249 71.6
1348616260 71.6
1348616271 71.6
1348616282 71.6
1348616293 71.4866
1348616305 71.4866
1348616316 71.4866
1348616327 71.4866
1348616338 71.4866
1348616349 71.375
1348616360 71.375
1348616370 71.2616
1348616381 71.375
1348616392 71.375
1348616403 71.2616
1348616414 71.2616
1348616425 71.2616
1348616436 71.2616
1348616447 71.2616
1348616458 71.2616
1348616469 71.2616
1348616480 71.2616
1348616491 71.2616
1348616502 71.15
1348616513 71.2616
1348616524 71.15
1348616535 71.15
1348616546 71.15
1348616557 71.15
1348616568 71.15
1348616579 71.15
1348616590 71.15
1348616601 71.15
1348616612 71.15
1348616622 71.15
1348616633 71.15
1348616644 71.15
1348616655 71.0366
1348616666 71.0366
1348616677 71.0366
1348616688 71.0366
1348616699 71.0366
1348616710 70.925
1348616721 70.925
1348616732 70.925
1348616743 70.925
1348616754 70.8116
1348616765 70.8116
1348616777 70.8116
1348616788 70.925
1348616799 70.925
1348616810 70.925
1348616821 70.925
1348616832 70.8116
1348616842 70.8116
1348616853 70.8116
1348616864 70.7
1348616875 70.7
1348616887 70.7
1348616898 70.7
1348616910 70.7
1348616921 70.5866
1348616932 70.5866
1348616943 70.5866
1348616954 70.5866
1348616965 70.5866
1348616977 70.5866
1348616988 70.5866
1348616998 70.5866
1348617009 70.5866
1348617020 70.5866
1348617031 70.5866
1348617042 70.5866
1348617053 70.5866
1348617064 70.5866
1348617075 70.5866
1348617086 70.5866
1348617097 70.5866
1348617108 70.5866
1348617119 70.5866
1348617130 70.475
1348617141 70.475
1348617153 70.475
1348617164 70.475
1348617175 70.475
1348617186 70.475
1348617197 70.3616
1348617208 70.475
1348617219 70.475
1348617230 70.475
1348617240 70.3616
1348617251 70.3616
1348617262 70.475
1348617273 70.475
1348617284 70.475
1348617295 70.475
1348617306 70.3616
1348617317 70.3616
1348617328 70.475
1348617339 70.475
1348617350 70.475
1348617361 70.3616
1348617372 70.3616
1348617383 70.3616
1348617394 70.3616
1348617405 70.3616
1348617416 70.3616
1348617427 70.25
1348617438 70.25
1348617449 70.25
1348617460 70.25
1348617471 70.25
1348617482 70.1366
1348617494 70.25
1348617506 70.1366
1348617517 70.1366
1348617528 70.1366
1348617539 70.1366
1348617550 70.1366
1348617561 70.1366
1348617572 70.025
1348617583 70.025
1348617595 70.025
1348617606 70.025
1348617617 70.025
1348617628 70.025
1348617639 70.025
1348617650 70.025
1348617661 70.1366
1348617672 70.1366
1348617683 70.1366
1348617694 70.1366
1348617705 70.1366
1348617716 70.025
1348617727 70.025
1348617738 69.9116
1348617749 69.9116
1348617760 69.9116
1348617771 69.9116
1348617782 69.9116
1348617794 69.9116
1348617805 69.9116
1348617816 69.9116
1348617827 69.9116
1348617837 69.9116
1348617848 69.9116
1348617859 69.9116
1348617870 69.9116
1348617881 69.9116
1348617892 69.9116
1348617903 69.9116
1348617914 69.9116
1348617925 69.9116
1348617936 69.9116
1348617947 69.8
1348617959 69.9116
1348617970 69.9116
1348617982 69.9116
1348617993 69.8
1348618004 69.8
1348618015 69.8
1348618025 69.8
1348618036 69.8
1348618048 69.8
1348618059 69.8
1348618070 69.6866
1348618081 69.6866
1348618092 69.6866
1348618103 69.6866
1348618114 69.6866
1348618125 69.6866
1348618136 69.6866
